HelyreigazitasID;SajtotermekID;CikkCim;CikkURL;CikkDatum;CikkIdo;HelyreigazitasSzoveg;HelyreigazitasURL;HelyreigazitasDatum;HelyreigazitasIdo;HelyreigazitasJelolve
495;11;Bundabotrány: Détári és Lipcsei Betta is sáros? ;https://magyarnemzet.hu/sport-archivum/2013/02/bundabotrany-detari-es-lipcsei-betta-is-saros;2013/02/18;;Helyreigazítás 2013. február 18. napján megjelent, Bundabotrány: Détári és Lipcsei Betta is sáros? című írásunk címében, és magában a cikkben a Rangado.hu című internetes portálra hivatkozva valótlanul azt híreszteltük Détári Lajossal kapcsolatosan, hogy egy Horváth Gábor nevű személy Détári Lajost is belekeverte a bundaügybe, azt állítva, hogy hasznot húzott az ominózus meccsből. A valóság ezzel szemben az, hogy Horváth Gábor Détári Lajossal kapcsolatban semmilyen terhelő vallomást nem tett a 2008. november 9-ei Siófok–ZTE mérkőzéssel kapcsolatban.;https://magyarnemzet.hu/sport-archivum/2013/03/helyreigazitas-14;2013/03/20;15:30;
496;11;Dávid alelnök lesz a Gyurcsány-pártban? ;https://magyarnemzet.hu/belfold-archivum/2012/05/david-alelnok-lesz-a-gyurcsany-partban;2012/05/04;00:00;A 2012. május 4-én közzétett „Dávid alelnök lesz a Gyurcsány-pártban?” című közleményünkben valótlanul állítottuk, hogy Dávid Ibolya a Demokratikus Koalícióban folytatja pályafutását, annak alelnöki vagy társelnöki pozícióját foglalhatja el. Valótlanul állítottuk, hogy Dávid Ibolya az MDF utódpártját megkereste volna együttműködés céljából. A valóságban ezek a kérdések fel sem merültek.;https://magyarnemzet.hu/belfold-archivum/2013/01/helyreigazitas-13;2013/01/16;14:35;1
497;11;Az IFUA lenne a jolly joker?;https://magyarnemzet.hu/belfold-archivum/2012/12/az-ifua-lenne-a-jolly-joker;2012/04/24;;Lapunk 2012. április 24-ei, „Az IFUA lenne a jolly joker?” című közleményünkben azt a valós tényt, hogy az IFUA Horváth & Partners Kft. kormányzati szervekkel megbízási szerződéseket kötött, olyan hamis színben tüntettük fel, hogy az közpénzek kiszivattyúzása lett volna összefonódásokon keresztül.;https://magyarnemzet.hu/gazdasag-archivum/2012/12/helyreigazitas-29;2012/12/07;11:41;
498;11;Kétes kutatások: megdöbbentek a filozófia hazai képviselői;http://mno.hu/portal/758826;2011/01/11;07:50;A 2011. január 11. napján megjelentetett „Kétes kutatások: megdöbbentek a filozófia hazai képviselői”, valamint a 2011. január 17. napján megjelentetett „Filozófusbotrány: érdekes dolgokat találtak a megbízási díjaknál” című cikkeinkben valótlanul állítottuk, hogy Gábor György I. rendű és Geréby György II. rendű felperesek olyan pályaművel nyertek pályázatot, melyet tartalmi okok miatt vissza kellett volna utasítani. A valóság ezzel szemben az, hogy Gábor György és Geréby György a „Vallásfilozófia és a vallások társadalmi jelenléte” című pályázatukat az „Európai integrációval és a magyar versenyképességgel kapcsolatos társadalomtudományi kutatások” címmel meghirdetett pályázatra nyújtották be, a kiírással tartalmi összefüggésben álló pályázati anyagként.;https://magyarnemzet.hu/belfold-archivum/2012/08/helyreigazitas-2-14;2012/08/16;08:27;1
499;11;Filozófusbotrány: érdekes dolgokat találtak a megbízási díjaknál;;2011/01/17;;A 2011. január 11. napján megjelentetett „Kétes kutatások: megdöbbentek a filozófia hazai képviselői”, valamint a 2011. január 17. napján megjelentetett „Filozófusbotrány: érdekes dolgokat találtak a megbízási díjaknál” című cikkeinkben valótlanul állítottuk, hogy Gábor György I. rendű és Geréby György II. rendű felperesek olyan pályaművel nyertek pályázatot, melyet tartalmi okok miatt vissza kellett volna utasítani. A valóság ezzel szemben az, hogy Gábor György és Geréby György a „Vallásfilozófia és a vallások társadalmi jelenléte” című pályázatukat az „Európai integrációval és a magyar versenyképességgel kapcsolatos társadalomtudományi kutatások” címmel meghirdetett pályázatra nyújtották be, a kiírással tartalmi összefüggésben álló pályázati anyagként.;https://magyarnemzet.hu/belfold-archivum/2012/08/helyreigazitas-2-14;2012/08/16;08:27;1
500;11;Sukoró-ügy: meghamisított értékbecslés;;2011/10/22;;2011. október 22-i, „Sukoró-ügy: meghamisított értékbecslés” című közleményünkben Császy Zsolt vonatkozásában megalapozatlanul állítottuk, hogy ő a nyilvánosság előtt hallgatott volna arról, hogy a sukorói kaszinóberuházás kapcsán egymástól lényegesen eltérő értékbecslések készültek volna a sukorói telekről. Ő a büntetőeljárás során ezzel is kapcsolatos nyilatkozatait nyilvánosságra hozta.;https://magyarnemzet.hu/belfold-archivum/2012/05/helyreigazitas-28;2012/05/17;12:29;
502;11;Hagyó sírt az ügyészségen;;2011/10/05	;;Hírportálunk 2011. október 15-én, „Hagyó sírt az ügyészségen” című cikkében valótlanul híreszteltük, hogy Hagyó Miklós védői a megalapozott gyanúsításokat több esetben is elismerték. A valóságban a nyomozás befejezésekor, az iratismertetésen a védő a nyomozás megszüntetését indítványozta.;https://magyarnemzet.hu/belfold-archivum/2011/12/helyreigazitas-90;2011/12/05;15:10;
503;11;Elemeznek, értékelnek ;https://magyarnemzet.hu/archivum-magyarnemzet/2011/07/elemeznek-ertekelnek;2011/07/30;22:00;Lapunk 2011. július 21-i számában megjelent „Elemeznek, értékelnek” címmel, „A MÁV Informatika ügyében szeptember közepére befejezik a nyomozást” alcímmel megjelent cikkünkben valótlanul tüntettük fel Mészáros András nevét, tekintettel arra, hogy a cikkben is hivatkozott vasúti belső vizsgálat és jelentés az ő vonatkozásában semmilyen hátrányos körülményt nem tárt fel.;https://magyarnemzet.hu/archivum-magyarnemzet/2011/09/helyreigazitas-89;2011/09/23;22:00;0
504;11;H1N1-teszt: nyelvészkedik a főigazgató;;2010/04/14;;Lapunk 2010. április 14-i számában a „H1N1-teszt: nyelvészkedik a főigazgató” című cikkben azt a valós tényt, hogy a termékkel kapcsolatban piacfelügyeleti eljárás indult, abban a hamis színben tüntettük fel, hogy az egészségügyi hatóság a termék orvosi alkalmatlansága és veszélyessége miatt indított egészségügyi hatósági vizsgálatot. Továbbá azt a való tényt, hogy a Diagon Kft. tesztje hitelesítéssel nem rendelkezett, abban a hamis színben tüntettük fel, hogy a Diagon Kft. a teszt hitelesítését elmulasztotta és azt hitelesítés nélkül hozta forgalomba. A való tény ugyanis az, hogy a teszt forgalmazásának kizárólag az a jogszabályi feltétele, hogy azt a gyártó a hatóságnak bejelentse.;https://magyarnemzet.hu/archivum-magyarnemzet/2011/08/helyreigazitas-2-47;2011/08/21;22:00;
505;11;Újabb vádemelés a TRAUBI-hamisító ellen;;2010/07/17;;"Lapunk 2010. július 17-i számában az Újabb vádemelés a TRAUBI-hamisító ellen című cikkben
– valótlanul állítottuk, hogy Moses Berkowitz ellen ismételt vádemelés történt volna, a valóságban vele szemben egy ügyben emeltek vádat.";https://magyarnemzet.hu/archivum-magyarnemzet/2011/07/helyreigazitas-2-15;2011/07/03;22:00;
506;11;Nem forgalmazható a H1N1-teszt;https://magyarnemzet.hu/archivum-magyarnemzet/2010/06/nem-forgalmazhato-a-h1n1-teszt;2010/06/19;22:00;"Lapunk 2010. június 10-i számában „Nem forgalmazható a H1N1-teszt” címmel megjelent írásunkban
– valótlanul híreszteltük, hogy a Diagon Kft. H1N1-vírustesztje a vírus kiszűrésére alkalmatlan, s e körülmény a szakhatóságok s a miniszter előtt már tavaly kiderült, mert a termékkel kapcsolatosan piacfelügyeleti eljárást folytat (a Magyar Nemzet kezdeményezésére) az Egészségügyi Engedélyezési és Közigazgatási Hivatal (EEKH), mely eljárásban a megfelelőség-értékelési eljárás lefolytatása szabályszerűségét vizsgálja a hatóság;
– továbbá valótlanul állítottuk, hogy a teszt alkalmazásával betegeken kísérletezgettek, ami felveti az emberi élet gondatlan veszélyeztetése bűncselekmény gyanúját, ez utóbbi híresztelés is alaptalan következtetés;
– továbbá valótlanul állítottuk, hogy minimális szakmai elvárás, hogy a gyártó-forgalmazó felperesi cég ÁNTSZ-referencialaborban vizsgáltassa be influenzavírus-tesztjeit, mert a gyártást-forgalmazást megelőző eljárás során benyújtandó előzetes tesztben bejelentett vizsgálati helyszínt a hatóság jóváhagyta;
– valótlanul állítottuk, hogy a Corden Kft. Kern József cégcsoportjához tartozik, csakúgy, mint a Diagon Kft., s így saját termékéről önmaga bocsátott ki igazolást a Corden a Diagon termékeit tesztelve, s így a tesztelés hiteltelen;
– továbbá valótlanul híreszteltük, hogy az EEKH hatóságnak fogalma sincs arról, hogy a súlyos betegségeket okozó (felperesi cég által forgalmazott) baktérium kiszűrő teszteket egyáltalán bevizsgálta-e valaki – mert a bevizsgálás tényét a Diagon Kft. minden esetben igazolta,
– s így valótlanul utaltunk súlyos ellentmondásként arra a való tényre, hogy a felperes tesztjei bevizsgáló helyeként megjelölt Bajcsy-Zsilinszky Kórházban nem vizsgálták be felperes baktérium tesztjeit, mert a vizsgálati hely alternatív helyként volt megjelölve, a Corden Kft. laboratóriuma mellett.";https://magyarnemzet.hu/archivum-magyarnemzet/2011/05/helyreigazitas-3-8;2011/05/25;22:00;0
507;11;Kern-ügy: ha Diagon, akkor Corden is;https://magyarnemzet.hu/belfold-archivum/2010/07/ha-diagon-akkor-corden-is;2010/07/12;04:00;"Lapunk 2010. július 12-i számában „Kern-ügy: ha Diagon, akkor Corden is” címmel megjelent írásunkban
– megalapozatlanul híreszteltük, hogy a cikkekben utalt Diagon receptúrák bárki által megtalálhatók, szabadon letölthetők az internetről
– a vádirat szerint a vádlottak külön-külön, de összehangoltan több mint 11 ezer különféle adattartalmú fájlt másoltak le a Diagon számítógépes technikai rendszerében tárolt állományokból saját hordozható adattárolóikra;
– továbbá megalapozatlanul állítottuk, hogy az orosz Lytech cég cáfolta, hogy megbízást kapott volna a Diagontól tesztek legyártására.
– Fentieken túl valótlanul állítottuk, hogy akciójával a Gyulai Kórház a továbbiakban kénytelen volt a Diagontól vásárolni ugyanazt és drágábban, amit addig saját maga képes volt előállítani.";https://magyarnemzet.hu/archivum-magyarnemzet/2011/05/helyreigazitas-4-5;2011/05/18;22:00;0
508;11;Puskaporos történet;;2010/05/31;;Lapunk 2010. május 31-i számában „Puskaporos történet” címmel megjelent írásunkban valótlanul állítottuk, hogy Kabai Károly veje (Mihalik András) Nyírbátor közeli telephelyein éleslőszert, kézigránátot, aknavető töltetet és nyomjelző lövedéket tárolt, s az is valótlan tartalmú közlés, hogy ezeket illegálisan tárolta volna.;https://magyarnemzet.hu/archivum-magyarnemzet/2011/05/helyreigazitas-6-2;2011/05/15;22:00;
509;11;Kernék tévútra terelik a bíróságot;https://magyarnemzet.hu/archivum-magyarnemzet/2010/05/kernek-tevutra-terelik-a-birosagot;2010/05/02;22:00;"Lapunk 2010. április 23-án megjelent számában, valamint a lap internetes archívumában „Kernék tévútra terelik a bíróságot” című cikkünkben valótlanul állítottuk, hogy a Diagon Kft. által gyártott H1N1 influenzavírus-tesztet egyetlen referencialaboratórium sem vizsgálta be.
Valótlanul híreszteltük, hogy a Fővárosi Bajcsy-Zsilinszky Kórház főigazgatója tiltakozott volna az ellen, hogy referenciaigazolásnak tekintsék a Diagon Kft. számára kiadott okiratot. A valóságban a Magyar Nemzet megkeresésére adott válaszában a kórház főigazgatója megerősíti, hogy a referenciaigazolásban a kórház felhasználói tapasztalatait rögzítették.
Valótlanul állítottuk, hogy a Diagon Kft.-nek három olyan betegségek szűrésére szolgáló baktériumtesztje van, amelyet hazai referencialabor nem vizsgált be.";https://magyarnemzet.hu/archivum-magyarnemzet/2011/05/helyreigazitas-5-3;2011/05/11;22:00;1
510;11;Ezermilliárdos hazugságok;https://magyarnemzet.hu/archivum-magyarnemzet/2010/01/ezermilliardos-hazugsagok;2010/01/28;23:00;A Magyar Nemzet 2010. január 19-i számában megjelent „Ezermilliárdos hazugságok” című cikkünkben valótlanul állítottuk, hogy a Központi Statisztikai Hivatal ezermilliárdos hazugságokat közöl az Európai Unióval, és hogy 2003-tól a bevételek és kiadások tologatását végezte és manipulálta a költségvetés adatait.;https://magyarnemzet.hu/archivum-magyarnemzet/2011/01/helyreigazitas-3-9;2011/01/06;23:00;0
511;11;Adócsalás gyanújában a kormányfő;;2010/02/24;;Helyreigazítás: A 2010. február 24. napján megjelent lapszámunk első és harmadik oldalán közölt „Adócsalás gyanújában a kormányfő” című cikkünkben valótlanul állítottuk, hogy Bajnai Gordonnak mint a Fleminghouse Ltd. Cipruson bejegyzett cég igazgatójának adóbevallás benyújtásáról kellett volna gondoskodnia a cég tekintetében a 2005. és 2006. évre vonatkozóan.;https://magyarnemzet.hu/archivum-magyarnemzet/2010/12/helyreigazitas-2-49;2010/12/25;23:00;
512;11;Kern Józsefék jó időben, jó helyen;https://magyarnemzet.hu/archivum-magyarnemzet/2010/01/kern-jozsefek-jo-idoben-jo-helyen;2010/01/18;23:00;"Lapunk 2010. január 9-i számában „Kern Józsefék jó időben, jó helyen” főcím alatt, valamint a 4. oldalon „Szocialista közeli vegykonyha” cím alatt folytatott cikkben valótlanul állítottuk, hogy a Corden Kft. a II. rendű felperes (dr. Kern József) üzletember személyéhez köthető.

Valótlanul híreszteltük, hogy dr. Kern József Gyurcsány Ferenc üzleti köréhez sorolható, a valóság ezzel szemben az, hogy dr. Kern József nem áll üzleti kapcsolatban Gyurcsány Ferenccel.

Azt a valós tényt, hogy az Országos Vérellátó Szolgálat vírusszűrő tesztjére kiírt közbeszerzési eljárásában az Abbott Kft. nem adott be pályázatot, abban a hamis színen tüntettük fel, mintha ez annak bizonyítéka lenne, hogy dr. Kern József neve kétes tisztességű közbeszerzésekkel lenne összeköthető.

Valótlanul állítottuk, hogy dr. Kern József a Diagon Kft. által gyártott H1N1 vírusteszttel kapcsolatos hamis, megtévesztő híreszteléseket tett a médiában. Megfelel a valóságnak a média részére a felperesek részéről adott azon tájékoztatás, hogy a forgalomba hozatali engedéllyel rendelkező real-time H1N1 PCR tesztet első és egyedüli magyar cégként a Diagon Kft. gyártja.

Valótlanul állítottuk, hogy dr. Kern József vagy Diagon Kft. működtetné a www.h1n1teszt.com internetes oldalt és abban a H1N1 vírusteszttel kapcsolatban megtévesztést folytatna.";https://magyarnemzet.hu/archivum-magyarnemzet/2010/12/helyreigazitas-2-48;2010/12/02;23:00;0
513;11;Szocialista közeli vegykonyha;;2010/01/09;;"Lapunk 2010. január 9-i számában „Kern Józsefék jó időben, jó helyen” főcím alatt, valamint a 4. oldalon „Szocialista közeli vegykonyha” cím alatt folytatott cikkben valótlanul állítottuk, hogy a Corden Kft. a II. rendű felperes (dr. Kern József) üzletember személyéhez köthető.

Valótlanul híreszteltük, hogy dr. Kern József Gyurcsány Ferenc üzleti köréhez sorolható, a valóság ezzel szemben az, hogy dr. Kern József nem áll üzleti kapcsolatban Gyurcsány Ferenccel.

Azt a valós tényt, hogy az Országos Vérellátó Szolgálat vírusszűrő tesztjére kiírt közbeszerzési eljárásában az Abbott Kft. nem adott be pályázatot, abban a hamis színen tüntettük fel, mintha ez annak bizonyítéka lenne, hogy dr. Kern József neve kétes tisztességű közbeszerzésekkel lenne összeköthető.

Valótlanul állítottuk, hogy dr. Kern József a Diagon Kft. által gyártott H1N1 vírusteszttel kapcsolatos hamis, megtévesztő híreszteléseket tett a médiában. Megfelel a valóságnak a média részére a felperesek részéről adott azon tájékoztatás, hogy a forgalomba hozatali engedéllyel rendelkező real-time H1N1 PCR tesztet első és egyedüli magyar cégként a Diagon Kft. gyártja.

Valótlanul állítottuk, hogy dr. Kern József vagy Diagon Kft. működtetné a www.h1n1teszt.com internetes oldalt és abban a H1N1 vírusteszttel kapcsolatban megtévesztést folytatna.";https://magyarnemzet.hu/archivum-magyarnemzet/2010/12/helyreigazitas-2-48;2010/12/02;23:00;0
